,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating
4253,4253,드류루친스키,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,,5.0,2021-07-28,3.0,2.0,3.0,3.0,,0,,,,0,,,44,767,11.0
4254,4254,moonnn,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 320,5.0,2022-10-05,3.0,3.0,3.0,3.0,,0,건성,각질,모공,0,가을웜톤,,44,364,12.0
4255,4255,코덕로니,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2022-05-03,3.0,1.0,3.0,3.0,,1,,,,0,,,44,1635,10.0
4256,4256,야후야호,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-12,3.0,2.0,3.0,3.0,,1,,,,0,,,44,1240,11.0
4257,4257,마네퀸,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 54,4.0,2021-08-02,3.0,3.0,3.0,3.0,,1,복합성,각질,미백,0,웜톤,,44,859,12.0
4258,4258,뚜룬뚜룬,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-29,1.0,1.0,3.0,3.0,,1,,,,0,,,44,788,8.0
4259,4259,올zero,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 895,4.0,2021-07-28,3.0,3.0,3.0,3.0,,1,건성,각질,미백,0,쿨톤,,44,1317,12.0
4260,4260,듀듀디,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-28,3.0,1.0,3.0,3.0,,1,,,,0,,,44,766,10.0
4261,4261,뎡으니,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 86,5.0,2021-07-28,2.0,2.0,2.0,3.0,,1,복합성,모공,미백,0,쿨톤,,44,745,9.0
4262,4262,포뇨롱,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-28,3.0,2.0,3.0,3.0,,1,,,,0,,,44,1707,11.0
4263,4263,ddumany,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 488호 힙미,,5.0,2021-07-28,3.0,2.0,3.0,3.0,,0,,,,0,,,44,184,11.0
4264,4264,velvet,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 134호 핑크스모키,TOP 616,5.0,2021-05-02,3.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,쿨톤,,44,481,11.0
4265,4265,헤이리,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 488호 힙미,,5.0,2021-04-04,3.0,3.0,3.0,3.0,,0,,,,0,,,44,1783,12.0
4266,4266,뷰티얌얌,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 101호 할라피뇨,TOP 403,5.0,2020-12-29,1.0,2.0,3.0,3.0,,0,,,,1,,,44,1040,9.0
4267,4267,17호빋베브봄,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 339,3.0,2021-10-16,3.0,2.0,3.0,3.0,,1,,,,1,,,44,5,11.0
4268,4268,나쵸,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 391,5.0,2021-08-15,3.0,2.0,3.0,3.0,,1,복합성,민감성,잡티,0,쿨톤,,44,674,11.0
4269,4269,희젤,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 115,5.0,2021-08-04,2.0,2.0,3.0,3.0,,1,,,,1,,,44,1824,10.0
4270,4270,레미레미도레미,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 500,5.0,2021-07-30,3.0,2.0,3.0,3.0,,1,,,,1,,,44,816,11.0
4271,4271,gn4343,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 531,5.0,2021-07-28,2.0,2.0,3.0,3.0,,1,복합성,각질,모공,0,봄웜톤,,44,230,10.0
4272,4272,17호빋베브봄,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 266호 Lady.R,,5.0,2021-07-28,3.0,2.0,2.0,3.0,,0,,,,0,,,44,5,10.0
4273,4273,올리브조하,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 429호 네이키드아몬드,TOP 173,4.0,2021-05-09,3.0,2.0,3.0,3.0,,0,복합성,트러블,,0,,민감성,44,1334,11.0
4274,4274,효니님,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-22,3.0,2.0,3.0,3.0,,1,,,,0,,,44,1818,11.0
4275,4275,쪼님,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 69,5.0,2021-08-08,2.0,2.0,3.0,3.0,,1,복합성,블랙헤드,탄력,0,봄웜톤,,44,1568,10.0
4276,4276,또로링,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 322호 칠리누드,,4.0,2021-07-29,3.0,2.0,3.0,3.0,,0,,,,0,,,44,782,11.0
4277,4277,럽치,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 119,4.0,2022-03-30,3.0,3.0,3.0,2.0,,0,,,,1,,,44,813,11.0
4278,4278,hymn,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 01호 프로즌,TOP 256,5.0,2021-11-13,1.0,2.0,3.0,3.0,,0,복합성,민감성,탄력,0,웜톤,,44,265,9.0
4279,4279,루루별,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,4.0,2021-09-11,3.0,3.0,3.0,3.0,,1,,,,0,,,44,832,12.0
4280,4280,알료올료에마늘많이,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 683,5.0,2021-08-15,3.0,2.0,3.0,3.0,,1,건성,각질,잡티,0,여름쿨톤,,44,1220,11.0
4281,4281,SHAMPOO,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 01호 프로즌,,5.0,2021-08-13,3.0,2.0,3.0,3.0,,0,,,,0,,,44,90,11.0
4282,4282,구올영알바생,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 395,5.0,2021-08-07,2.0,2.0,2.0,2.0,,1,복합성,트러블,,0,웜톤,,44,583,8.0
4283,4283,씨이2028,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 01호 프로즌,,4.0,2021-08-03,3.0,2.0,3.0,3.0,,0,,,,0,,,44,1191,11.0
4284,4284,브라이트,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 339,5.0,2021-08-02,3.0,3.0,2.0,2.0,,1,,,,1,,,44,1043,10.0
4285,4285,탑리뷰,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 86,5.0,2021-07-29,2.0,2.0,2.0,2.0,,1,복합성,모공,미백,0,여름쿨톤,,44,1669,8.0
4286,4286,포비님,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-28,3.0,2.0,3.0,3.0,,1,,,,0,,,44,1710,11.0
4287,4287,hisly,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 01호 프로즌,TOP 18,5.0,2021-07-28,3.0,2.0,3.0,3.0,,0,,,,1,,,44,251,11.0
4288,4288,뷰티얌얌,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 101호 할라피뇨,TOP 320,5.0,2021-07-26,3.0,3.0,3.0,3.0,,0,건성,각질,모공,0,가을웜톤,,44,1040,12.0
4289,4289,코랄,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 322호 칠리누드,,5.0,2021-07-08,3.0,3.0,3.0,3.0,,0,,,,0,,,44,1645,12.0
4290,4290,YUM윰,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 488호 힙미,TOP 918,5.0,2021-01-14,3.0,2.0,3.0,3.0,,0,복합성,모공,미백,0,웜톤,,44,116,11.0
4291,4291,찌니,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 101호 할라피뇨,,5.0,2021-11-21,2.0,2.0,3.0,3.0,,0,,,,0,,,44,1571,10.0
4292,4292,박셩이,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 120,3.0,2021-09-27,2.0,2.0,2.0,2.0,,0,건성,미백,잡티,0,웜톤,,44,975,8.0
4293,4293,김탱구리,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 218호 칠리토피,,4.0,2021-08-30,2.0,2.0,2.0,2.0,,0,,,,0,,,44,617,8.0
4294,4294,듀듀디,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 218호 칠리토피,TOP 308,5.0,2021-08-29,3.0,3.0,3.0,3.0,,0,건성,,,0,여름쿨톤,,44,766,12.0
4295,4295,로즈미,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-13,3.0,2.0,3.0,2.0,,1,,,,0,,,44,825,10.0
4296,4296,미니몬이,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 526,5.0,2021-08-13,2.0,2.0,3.0,3.0,,1,복합성,미백,블랙헤드,0,봄웜톤,,44,936,10.0
4297,4297,채송송,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 218호 칠리토피,,5.0,2021-08-12,3.0,1.0,3.0,3.0,,0,,,,0,,,44,1587,10.0
4298,4298,moonnn,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 86,5.0,2021-08-12,3.0,3.0,3.0,2.0,,1,복합성,모공,미백,0,쿨톤,,44,364,11.0
4299,4299,워닝이,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-09,2.0,1.0,3.0,3.0,,1,,,,0,,,44,1412,9.0
4300,4300,피너츠,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 584,4.0,2021-08-03,2.0,1.0,3.0,3.0,,1,복합성,각질,다크서클,0,여름쿨톤,,44,1725,9.0
4301,4301,yanpa,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-02,2.0,1.0,3.0,3.0,,1,,,,0,,,44,504,9.0
4302,4302,TREE,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 675,5.0,2021-08-01,3.0,1.0,3.0,3.0,,1,복합성,각질,민감성,0,쿨톤,,44,106,10.0
4303,4303,nuuur1,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-01,3.0,2.0,3.0,3.0,,1,,,,0,,,44,377,11.0
4304,4304,30대건성쿨톤녀,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 1603,5.0,2021-07-31,3.0,3.0,3.0,3.0,,1,복합성,모공,트러블,0,봄웜톤,,44,8,12.0
4305,4305,애기,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-30,3.0,1.0,3.0,3.0,,1,,,,0,,,44,1227,10.0
4306,4306,올영쟁이,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-30,2.0,1.0,3.0,3.0,,1,,,,0,,,44,1363,9.0
4307,4307,ssol,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 1556,4.0,2021-07-29,2.0,1.0,3.0,3.0,,1,트러블성,모공,민감성,0,봄웜톤,,44,456,9.0
4308,4308,꼬마,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,4.0,2021-07-29,2.0,3.0,3.0,3.0,,1,,,,0,,,44,635,11.0
4309,4309,냐,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,,4.0,2021-07-28,2.0,2.0,3.0,2.0,,0,,,,0,,,44,687,9.0
4310,4310,haghong27,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 282,4.0,2021-05-16,2.0,2.0,3.0,3.0,,0,지성,미백,,0,,모공,44,238,10.0
4311,4311,찌니,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 488호 힙미,,5.0,2021-05-12,2.0,2.0,3.0,3.0,,0,,,,0,,,44,1571,10.0
4312,4312,예똥예똥,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 41,4.0,2021-04-18,2.0,2.0,2.0,2.0,,0,,,,1,,,44,1280,8.0
4313,4313,오렌지쥭스,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,TOP 640,5.0,2021-01-21,3.0,3.0,3.0,3.0,,0,민감성,모공,블랙헤드,0,겨울쿨톤,,44,1303,12.0
4314,4314,샐리짱,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,,5.0,2021-01-21,3.0,2.0,3.0,3.0,,0,,,,0,,,44,1107,11.0
4315,4315,밍구르르,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 305호 카시스,,5.0,2020-05-02,3.0,2.0,3.0,3.0,,0,,,,0,,,44,964,11.0
4316,4316,기린선생님,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 01호 프로즌,TOP 43,5.0,2022-05-01,3.0,2.0,3.0,3.0,,0,,,,1,,,44,602,11.0
4317,4317,오이리브여엉,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 1603,5.0,2021-11-08,3.0,3.0,3.0,3.0,,1,복합성,모공,민감성,0,봄웜톤,,44,1311,12.0
4318,4318,눈누냔냐힛,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-08,2.0,2.0,3.0,3.0,,1,,,,0,,,44,709,10.0
4319,4319,haghong27,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 864,4.0,2021-08-07,3.0,2.0,3.0,3.0,,1,복합성,민감성,트러블,0,쿨톤,,44,238,11.0
4320,4320,앙나뵤,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,4.0,2021-08-01,3.0,1.0,3.0,3.0,,1,,,,0,,,44,1225,10.0
4321,4321,Chloe,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 1603,5.0,2021-08-01,3.0,3.0,3.0,3.0,,1,복합성,모공,탄력,0,봄웜톤,,44,27,12.0
4322,4322,YOOND,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-08-01,3.0,2.0,3.0,3.0,,1,,,,0,,,44,114,11.0
4323,4323,minnn,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 747,5.0,2021-07-31,3.0,2.0,3.0,3.0,,1,복합성,잡티,트러블,0,겨울쿨톤,,44,361,11.0
4324,4324,피치해,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,,5.0,2021-07-29,3.0,3.0,3.0,3.0,,1,,,,0,,,44,1731,12.0
4325,4325,jumom,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,,TOP 1196,5.0,2021-07-28,3.0,2.0,3.0,3.0,,1,지성,다크서클,블랙헤드,0,웜톤,,44,296,11.0
4326,4326,dlacofus****,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 279호 무디,,5.0,2021-07-28,3.0,2.0,3.0,3.0,,0,,,,0,,,44,188,11.0
4327,4327,만두둥,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 134호 핑크스모키,TOP 589,5.0,2020-12-31,3.0,2.0,3.0,3.0,,0,지성,다크서클,모공,0,겨울쿨톤,,44,872,11.0
4328,4328,치요데스,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 001 언커먼핑크,,5.0,2020-06-04,3.0,2.0,3.0,3.0,,0,,,,0,,,44,1619,11.0
4329,4329,내월급이귀여워,헤라 센슈얼 스파이시 누드 밤 3.5g / 6 color,[옵션] 003 모브푸시아,,5.0,2022-09-21,1.0,2.0,2.0,1.0,,0,,,,0,,,44,682,6.0
4330,4330,콩리브영,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 270,1.0,2022-10-03,3.0,3.0,3.0,1.0,,0,건성,민감성,잡티,0,봄웜톤,,16,1653,10.0
4331,4331,밍듕뱅,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,5.0,2022-09-18,3.0,2.0,3.0,2.0,,0,,,,0,,,16,965,10.0
4332,4332,갓생러,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,4.0,2022-10-11,3.0,3.0,3.0,2.0,,0,,,,0,,,16,541,11.0
4333,4333,glossygoddess,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,TOP 1603,5.0,2022-09-07,2.0,2.0,2.0,2.0,,0,지성,각질,모공,0,봄웜톤,,16,229,8.0
4334,4334,ovoV,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,,5.0,2022-10-11,2.0,2.0,2.0,2.0,,0,,,,0,,,16,385,8.0
4335,4335,몽글뚜,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-09-06,3.0,2.0,2.0,1.0,,0,,,,0,,,16,909,8.0
4336,4336,춘시기,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,TOP 128,4.0,2022-09-02,3.0,1.0,2.0,1.0,,0,,,,1,,,16,1610,7.0
4337,4337,춘시기,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 270,5.0,2022-09-06,3.0,2.0,3.0,2.0,,0,건성,민감성,잡티,0,봄웜톤,,16,1610,10.0
4338,4338,신주영,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,5.0,2022-09-05,3.0,2.0,3.0,2.0,,0,,,,0,,,16,1177,10.0
4339,4339,체리다,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,TOP 736,5.0,2022-10-04,3.0,3.0,2.0,1.0,,0,건성,각질,모공,0,겨울쿨톤,,16,1598,9.0
4340,4340,은쩡,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,4.0,2022-09-15,3.0,2.0,3.0,1.0,,0,,,,0,,,16,1450,9.0
4341,4341,뷰티많이야,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,,5.0,2022-10-04,3.0,3.0,3.0,3.0,,0,,,,0,,,16,1039,12.0
4342,4342,체리다,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,5.0,2022-10-04,3.0,3.0,3.0,2.0,,0,,,,0,,,16,1598,11.0
4343,4343,alswl95****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 1603,5.0,2022-10-01,3.0,3.0,3.0,3.0,,0,복합성,다크서클,모공,0,가을웜톤,,16,133,12.0
4344,4344,alswl95****,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-09-13,3.0,2.0,3.0,2.0,,0,,,,0,,,16,133,10.0
4345,4345,신주영,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-09-13,3.0,2.0,3.0,2.0,,0,,,,0,,,16,1177,10.0
4346,4346,탱탱잉,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-09-02,3.0,3.0,3.0,1.0,,0,,,,0,,,16,1678,10.0
4347,4347,탱탱잉,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-09-01,3.0,3.0,3.0,1.0,,0,,,,0,,,16,1678,10.0
4348,4348,RH,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,5.0,2022-09-01,3.0,3.0,3.0,1.0,,0,,,,0,,,16,82,10.0
4349,4349,yeeun****,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-10-12,2.0,2.0,2.0,2.0,,0,,,,0,,,16,505,8.0
4350,4350,리롱이,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,4.0,2022-09-02,2.0,1.0,2.0,1.0,,0,,,,0,,,16,841,6.0
4351,4351,고이코이,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,1.0,2022-10-03,2.0,2.0,2.0,2.0,,0,,,,0,,,16,563,8.0
4352,4352,Reedick,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,4.0,2022-09-27,3.0,3.0,3.0,3.0,,0,,,,0,,,16,86,12.0
4353,4353,갓생러,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-09-03,3.0,3.0,3.0,3.0,,0,,,,0,,,16,541,12.0
4354,4354,RH,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-10-09,2.0,2.0,2.0,2.0,,0,,,,0,,,16,82,8.0
4355,4355,쥐도리,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-09-22,3.0,1.0,3.0,1.0,,0,,,,0,,,16,1533,8.0
4356,4356,RH,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,4.0,2022-09-19,3.0,3.0,3.0,1.0,,0,,,,0,,,16,82,10.0
4357,4357,여엉2,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,4.0,2022-09-14,2.0,2.0,3.0,2.0,,0,,,,0,,,16,1264,9.0
4358,4358,예삐공쥬,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,4.0,2022-10-12,3.0,1.0,2.0,1.0,,0,,,,0,,,16,1287,7.0
4359,4359,Youyouu,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,5.0,2022-10-11,2.0,2.0,3.0,1.0,,0,,,,0,,,16,120,8.0
4360,4360,db2000****,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,3.0,2022-09-19,2.0,2.0,2.0,1.0,,0,,,,0,,,16,175,7.0
4361,4361,Wls1,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,,5.0,2022-09-17,3.0,2.0,3.0,2.0,,0,,,,0,,,16,111,10.0
4362,4362,여신,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,5.0,2022-09-11,3.0,2.0,3.0,2.0,,0,,,,0,,,16,1263,10.0
4363,4363,rnrwnd****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,5.0,2022-09-06,2.0,2.0,2.0,2.0,,0,,,,0,,,16,412,8.0
4364,4364,psb02****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,3.0,2022-09-06,1.0,2.0,3.0,1.0,,0,,,,0,,,16,394,7.0
4365,4365,애쉬그레이,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,1.0,2022-09-03,3.0,3.0,2.0,1.0,,0,,,,0,,,16,1230,9.0
4366,4366,뜌기,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,5.0,2022-09-12,2.0,2.0,2.0,2.0,,0,,,,0,,,16,791,8.0
4367,4367,vmflQQ,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,5.0,2022-10-14,2.0,2.0,2.0,2.0,,0,,,,0,,,16,483,8.0
4368,4368,새론,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,4.0,2022-10-06,3.0,2.0,3.0,1.0,,0,,,,0,,,16,1100,9.0
4369,4369,snfl****,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,5.0,2022-10-06,3.0,3.0,3.0,2.0,,0,,,,0,,,16,444,11.0
4370,4370,ledebut,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-10-03,2.0,2.0,2.0,2.0,,0,,,,0,,,16,326,8.0
4371,4371,썬쨩,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,,3.0,2022-09-25,2.0,1.0,2.0,1.0,,0,,,,0,,,16,1182,6.0
4372,4372,눈을감자,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 99,3.0,2022-09-23,2.0,2.0,2.0,2.0,,0,건성,아토피,,0,,민감성,16,710,8.0
4373,4373,hahaha5****,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,5.0,2022-09-16,3.0,3.0,3.0,3.0,,0,,,,0,,,16,240,12.0
4374,4374,단마,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,5.0,2022-09-29,2.0,2.0,3.0,2.0,,0,,,,0,,,16,729,9.0
4375,4375,suyeon****,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,TOP 433,4.0,2022-09-04,3.0,2.0,3.0,2.0,,0,지성,각질,모공,0,웜톤,,16,462,10.0
4376,4376,tkiwet****,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-10-14,2.0,2.0,2.0,2.0,,0,,,,0,,,16,472,8.0
4377,4377,minkyung****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 240,5.0,2022-10-04,3.0,1.0,3.0,1.0,,0,지성,각질,모공,0,봄웜톤,,16,360,8.0
4378,4378,djmi****,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,,5.0,2022-09-25,3.0,2.0,3.0,1.0,,0,,,,0,,,16,187,9.0
4379,4379,gkd****,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,,5.0,2022-09-12,3.0,3.0,3.0,3.0,,0,,,,0,,,16,228,12.0
4380,4380,jst****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 498,5.0,2022-10-13,3.0,2.0,3.0,1.0,,0,복합성,블랙헤드,트러블,0,웜톤,,16,293,9.0
4381,4381,dodan****,[NEW] 클리오 쉬폰무드립,[옵션] 003 모브푸시아,,5.0,2022-10-02,3.0,2.0,2.0,1.0,,0,,,,0,,,16,196,8.0
4382,4382,hahaha5****,[NEW] 클리오 쉬폰무드립,[옵션] 002 로즈넛,TOP 721,5.0,2022-10-02,3.0,2.0,3.0,1.0,,0,건성,민감성,잡티,0,봄웜톤,,16,240,9.0
4383,4383,ry****,[NEW] 클리오 쉬폰무드립,[옵션] 001 언커먼핑크,,5.0,2022-09-29,3.0,2.0,3.0,2.0,,0,,,,0,,,16,416,10.0
4384,4384,sammy****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,TOP 282,5.0,2022-09-20,3.0,2.0,3.0,2.0,,0,민감성,각질,다크서클,0,여름쿨톤,,16,422,10.0
4385,4385,smile****,[NEW] 클리오 쉬폰무드립,[옵션] 005 아몬드업,,5.0,2022-09-17,3.0,2.0,3.0,1.0,,0,,,,0,,,16,443,9.0
4386,4386,dmswl****,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,TOP 207,5.0,2022-10-05,3.0,3.0,2.0,2.0,,0,복합성,모공,블랙헤드,0,웜톤,,16,194,10.0
4387,4387,hsh****,[NEW] 클리오 쉬폰무드립,[옵션] 006 컵오브레드,,5.0,2022-10-05,3.0,3.0,3.0,2.0,,0,,,,0,,,16,260,11.0
4388,4388,jiayij****,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,TOP 317,5.0,2022-09-26,3.0,3.0,3.0,1.0,,0,,,,1,,,16,285,10.0
4389,4389,yoon****,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,TOP 368,5.0,2022-09-17,3.0,2.0,3.0,2.0,,0,,,,1,,,16,517,10.0
4390,4390,ywsh****,[NEW] 클리오 쉬폰무드립,[옵션] 004 에버코랄,TOP 207,5.0,2022-09-14,2.0,3.0,3.0,2.0,,0,복합성,모공,블랙헤드,0,웜톤,,16,524,10.0
