,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating
688,688,pinkoran****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] BE01 밀키 시나몬,,4.0,2022-09-26,2.0,2.0,2.0,3.0,,0,,,,1,,,25,388,9.0
689,689,ggag****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,TOP 166,4.0,2022-09-28,1.0,2.0,3.0,3.0,,0,,,,0,,,25,227,9.0
690,690,sdk****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,4.0,2022-10-09,1.0,3.0,3.0,3.0,,0,지성,민감성,,0,웜톤,,25,426,10.0
691,691,dnjs0****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] BE01 밀키 시나몬,TOP 108,4.0,2022-10-08,3.0,2.0,3.0,3.0,,0,,,,0,,,25,195,11.0
692,692,mania,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,5.0,2022-10-01,3.0,1.0,3.0,3.0,,0,민감성,각질,모공,0,가을웜톤,,25,347,10.0
693,693,no1****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,TOP 1325,5.0,2022-10-04,1.0,2.0,3.0,3.0,,0,,,,0,,,25,375,9.0
694,694,iamhy****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,3.0,2022-10-02,3.0,2.0,3.0,3.0,,0,복합성,트러블,,0,웜톤,,25,270,11.0
695,695,dusco****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] BE01 밀키 시나몬,TOP 383,5.0,2022-10-01,2.0,2.0,2.0,2.0,,0,,,,0,,,25,201,8.0
696,696,hni****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PK01 누디 니어,,3.0,2022-09-28,2.0,3.0,3.0,3.0,,0,복합성,각질,미백,0,겨울쿨톤,,25,254,11.0
697,697,bealy****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD02 딥 헤이지,TOP 395,3.0,2022-10-02,3.0,3.0,3.0,3.0,,0,,,,0,,,25,143,12.0
698,698,bombo****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,,5.0,2022-09-30,3.0,3.0,3.0,3.0,,0,,,,0,,,25,146,12.0
699,699,ehwl****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,TOP 27,5.0,2022-09-29,3.0,2.0,3.0,3.0,,0,건성,각질,모공,0,쿨톤,,25,205,11.0
700,700,dd****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PK01 누디 니어,,5.0,2022-09-28,3.0,2.0,2.0,2.0,,0,,,,0,,,25,180,9.0
701,701,she****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] BE01 밀키 시나몬,,5.0,2022-10-12,2.0,1.0,2.0,2.0,,0,복합성,민감성,,0,여름쿨톤,,25,433,7.0
702,702,tnwjd****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,TOP 446,5.0,2022-10-03,2.0,2.0,2.0,2.0,,0,,,,0,,,25,474,8.0
703,703,Unmolested,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,4.0,2022-10-01,2.0,2.0,2.0,2.0,,0,복합성,민감성,,0,여름쿨톤,,25,109,8.0
704,704,dbdbfl****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,TOP 1196,5.0,2022-09-29,1.0,3.0,3.0,3.0,,0,,,,0,,,25,176,10.0
705,705,dbdbfl****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,4.0,2022-09-24,3.0,3.0,3.0,3.0,,0,복합성,민감성,,0,여름쿨톤,,25,176,12.0
706,706,tbh0****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PK01 누디 니어,TOP 1196,5.0,2022-09-23,3.0,2.0,2.0,2.0,,0,,,,0,,,25,467,9.0
707,707,siren****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PK01 누디 니어,,5.0,2022-09-21,2.0,3.0,3.0,3.0,,0,복합성,민감성,,0,여름쿨톤,,25,437,11.0
708,708,rlarl****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD02 딥 헤이지,TOP 1196,4.0,2022-10-16,3.0,2.0,3.0,2.0,,0,,,,0,,,25,407,10.0
709,709,yon****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] BE01 밀키 시나몬,,5.0,2022-10-14,3.0,2.0,3.0,2.0,,0,복합성,민감성,,0,여름쿨톤,,25,512,10.0
710,710,serene1009,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,TOP 1196,5.0,2022-10-13,3.0,2.0,3.0,3.0,,0,,,,0,,,25,429,11.0
711,711,wldnjs****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,5.0,2022-10-13,2.0,2.0,3.0,3.0,,0,건성,트러블,홍조,0,여름쿨톤,,25,492,10.0
712,712,je****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PK01 누디 니어,TOP 1196,5.0,2022-10-12,3.0,2.0,2.0,3.0,,0,,,,0,,,25,281,10.0
713,713,wlgp****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,,5.0,2022-10-11,2.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,겨울쿨톤,,25,493,10.0
714,714,cata****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD02 딥 헤이지,TOP 364,4.0,2022-10-09,3.0,2.0,3.0,3.0,,0,,,,0,,,25,153,11.0
715,715,rnflsnfl****,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD02 딥 헤이지,,5.0,2022-10-09,2.0,2.0,3.0,2.0,,0,복합성,모공,,0,봄웜톤,,25,411,9.0
716,716,토백,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] RD01 로지 쉘,TOP 61,4.0,2022-10-08,2.0,3.0,3.0,2.0,,0,,,,0,,,25,1682,10.0
717,717,가을뮤트,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,5.0,2022-10-05,3.0,3.0,2.0,2.0,,0,복합성,모공,민감성,0,쿨톤,,25,532,10.0
718,718,imagining,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,TOP 333,5.0,2022-10-03,2.0,2.0,2.0,2.0,,0,,,,0,,,25,274,8.0
719,719,정찌닝,[소봉 공동개발] 바닐라코 글로우 베일 틴트 3.8g / 5colors,[옵션] PP01 폴 인 모브,,4.0,2022-09-30,2.0,2.0,3.0,3.0,,0,건성,모공,민감성,0,가을웜톤,,25,1507,10.0
720,720,막내올영알바,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 978,4.0,2022-09-13,2.0,3.0,3.0,1.0,,0,,,,0,,,46,869,9.0
721,721,디봉,힌스 무드 인핸서 마뜨,[옵션] 인디케이트,,5.0,2022-10-14,3.0,2.0,3.0,1.0,,0,,,,0,,,46,768,9.0
722,722,괵괵,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 290,5.0,2021-06-05,3.0,2.0,3.0,2.0,,0,,,,0,,,46,575,10.0
723,723,NOOR,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-03-20,2.0,3.0,3.0,2.0,,0,복합성,민감성,,0,여름쿨톤,,46,67,10.0
724,724,ilovegreen,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,,4.0,2022-10-12,3.0,2.0,2.0,1.0,,0,,,,0,,,46,272,8.0
725,725,레몬초밥,힌스 무드 인핸서 마뜨,[옵션] 어드레스,,5.0,2022-09-19,3.0,3.0,3.0,3.0,,0,복합성,각질,모공,0,겨울쿨톤,,46,815,12.0
726,726,stella****,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 1196,4.0,2022-06-09,3.0,2.0,1.0,1.0,,0,,,,0,,,46,458,7.0
727,727,시작,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-03-15,2.0,2.0,3.0,1.0,,0,건성,각질,잡티,0,여름쿨톤,,46,1174,8.0
728,728,포도호롱,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 61,4.0,2022-10-13,3.0,3.0,1.0,1.0,,0,,,,0,,,46,1709,8.0
729,729,흰두부,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2022-08-21,3.0,2.0,2.0,1.0,,0,복합성,트러블,,0,웜톤,,46,1827,8.0
730,730,로,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 683,5.0,2021-05-31,1.0,3.0,3.0,2.0,,0,,,,0,,,46,820,9.0
731,731,yoo****,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,4.0,2021-04-19,3.0,2.0,3.0,2.0,,0,복합성,각질,모공,0,웜톤,,46,514,10.0
732,732,코코바닐라,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 395,5.0,2022-10-09,3.0,2.0,3.0,1.0,,0,,,,0,,,46,1649,9.0
733,733,모래바다,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2022-09-07,3.0,2.0,3.0,1.0,,0,,,,0,,,46,900,9.0
734,734,탑리뷰,힌스 무드 인핸서 마뜨,[옵션] 인스퍼레이션,TOP 531,4.0,2022-05-29,3.0,3.0,3.0,1.0,,0,,,,0,,,46,1669,10.0
735,735,레몬초밥,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-07-27,3.0,2.0,3.0,2.0,,0,,,,0,,,46,815,10.0
736,736,stella****,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2021-02-26,3.0,2.0,3.0,1.0,,0,복합성,각질,모공,0,쿨톤,,46,458,9.0
737,737,프헤즈,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2022-10-08,3.0,2.0,2.0,1.0,,0,,,,0,,,46,1721,8.0
738,738,yanpa,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2022-03-16,3.0,3.0,3.0,1.0,,0,건성,각질,블랙헤드,0,봄웜톤,,46,504,10.0
739,739,림스바리,힌스 무드 인핸서 마뜨,[옵션] 인스퍼레이션,TOP 616,5.0,2021-04-19,2.0,2.0,3.0,2.0,,0,,,,0,,,46,856,9.0
740,740,김쭈0,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2021-04-17,2.0,2.0,3.0,1.0,,0,,,,0,,,46,613,8.0
741,741,노인네,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 1513,4.0,2021-04-15,3.0,2.0,2.0,2.0,,0,,,,0,,,46,700,9.0
742,742,박레이,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,,5.0,2022-10-07,2.0,3.0,3.0,1.0,,0,건성,민감성,잡티,0,웜톤,,46,973,9.0
743,743,rara1023,힌스 무드 인핸서 마뜨,[옵션] 인디케이트,,5.0,2022-07-16,3.0,3.0,2.0,1.0,,0,,,,0,,,46,401,9.0
744,744,lys****,힌스 무드 인핸서 마뜨,[옵션] 인디케이트,,5.0,2021-09-22,3.0,2.0,3.0,3.0,,0,지성,모공,잡티,0,겨울쿨톤,,46,344,11.0
745,745,얼그레이밀크티,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 1603,5.0,2022-06-17,3.0,2.0,1.0,1.0,,0,,,,0,,,46,1247,7.0
746,746,얼그레이밀크티,힌스 무드 인핸서 마뜨,[옵션] 어드레스,,5.0,2022-05-18,3.0,2.0,1.0,1.0,,0,건성,민감성,,0,가을웜톤,,46,1247,7.0
747,747,조슈지,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 864,5.0,2021-04-02,3.0,2.0,2.0,1.0,,0,,,,0,,,46,1522,8.0
748,748,ddumany,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,4.0,2022-03-24,2.0,2.0,3.0,2.0,,0,복합성,잡티,,0,웜톤,,46,184,9.0
749,749,오늘의컨디션,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,TOP 1312,5.0,2022-03-11,3.0,2.0,3.0,1.0,,0,,,,0,,,46,1298,9.0
750,750,살랑이,힌스 무드 인핸서 마뜨,[옵션] 베어 에센셜,,5.0,2021-12-17,3.0,3.0,2.0,1.0,,0,건성,블랙헤드,트러블,0,가을웜톤,,46,1093,9.0
751,751,duddms****,힌스 무드 인핸서 마뜨,[옵션] 어드레스,TOP 23,5.0,2021-11-28,3.0,2.0,2.0,1.0,,0,,,,0,,,46,199,8.0
752,752,위대한박채린,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2021-11-01,3.0,3.0,3.0,1.0,,0,,,,0,,,46,1417,10.0
753,753,미느영,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 290,4.0,2021-10-12,3.0,3.0,3.0,2.0,,0,복합성,각질,미백,0,겨울쿨톤,,46,935,11.0
754,754,예니뿡뿡,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-03-21,3.0,2.0,2.0,1.0,,0,,,,0,,,46,1279,8.0
755,755,챙니쀼,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,4.0,2021-03-11,3.0,2.0,3.0,2.0,,0,,,,1,,,46,1589,10.0
756,756,얼그레이밀크티,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 27,5.0,2021-03-04,2.0,3.0,3.0,2.0,,0,,,,0,,,46,1247,10.0
757,757,끼룩뀨룩,힌스 무드 인핸서 마뜨,[옵션] 베어 에센셜,,4.0,2022-10-03,3.0,2.0,3.0,1.0,,0,,,,0,,,46,654,9.0
758,758,뚜둥이,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 108,5.0,2022-10-01,3.0,2.0,2.0,2.0,,0,건성,블랙헤드,트러블,0,가을웜톤,,46,785,9.0
759,759,순간,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2022-09-10,2.0,2.0,3.0,1.0,,0,,,,0,,,46,1150,8.0
760,760,순간,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2022-09-03,3.0,2.0,3.0,2.0,,0,건성,블랙헤드,트러블,0,가을웜톤,,46,1150,10.0
761,761,살구꽃잎,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 290,5.0,2022-07-10,3.0,3.0,3.0,1.0,,0,,,,0,,,46,1090,10.0
762,762,행복바라기,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2022-05-06,3.0,2.0,3.0,2.0,,0,,,,0,,,46,1775,10.0
763,763,cc****,힌스 무드 인핸서 마뜨,[옵션] 인스퍼레이션,TOP 290,5.0,2021-12-08,3.0,1.0,3.0,1.0,,0,복합성,각질,모공,0,웜톤,,46,154,8.0
764,764,사라이,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,4.0,2021-12-02,3.0,1.0,3.0,1.0,,0,,,,0,,,46,1082,8.0
765,765,hongyj20****,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-04-23,3.0,2.0,3.0,3.0,,0,건성,각질,민감성,0,웜톤,,46,258,11.0
766,766,en****,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,TOP 531,5.0,2021-04-23,3.0,2.0,3.0,3.0,,0,,,,0,,,46,208,11.0
767,767,l이지l,힌스 무드 인핸서 마뜨,[옵션] 베어 에센셜,,5.0,2021-03-12,3.0,2.0,3.0,3.0,,0,복합성,모공,잡티,0,쿨톤,,46,345,11.0
768,768,마데카솔,힌스 무드 인핸서 마뜨,[옵션] 얼루어,TOP 332,5.0,2021-02-26,3.0,3.0,3.0,1.0,,0,,,,0,,,46,860,10.0
769,769,츄콩,힌스 무드 인핸서 마뜨,[옵션] 소프트 디맨드,,5.0,2022-10-08,3.0,2.0,3.0,2.0,,0,,,,0,,,46,1616,10.0
770,770,채송송,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,TOP 1357,5.0,2022-10-08,3.0,3.0,2.0,2.0,,0,,,,0,,,46,1587,10.0
771,771,챠챠1019,힌스 무드 인핸서 마뜨,[옵션] 인디케이트,,5.0,2022-09-19,2.0,3.0,3.0,1.0,,0,,,,0,,,46,1590,9.0
772,772,집단지송,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,4.0,2022-09-07,3.0,2.0,3.0,2.0,,0,복합성,각질,다크서클,0,웜톤,,46,1556,10.0
773,773,olong,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,4.0,2022-08-09,2.0,2.0,3.0,2.0,,0,,,,0,,,46,381,9.0
774,774,때때리때리,힌스 무드 인핸서 마뜨,[옵션] 어드레스,,5.0,2022-02-18,3.0,2.0,2.0,1.0,,0,,,,0,,,46,778,8.0
775,775,대가륑,힌스 무드 인핸서 마뜨,[옵션] 시그니처 미,TOP 675,5.0,2021-12-09,3.0,2.0,3.0,2.0,,0,지성,모공,잡티,0,겨울쿨톤,,46,737,10.0
776,776,Alliveholy,힌스 무드 인핸서 마뜨,[옵션] 얼루어,,5.0,2021-10-28,3.0,3.0,2.0,2.0,,0,,,,0,,,46,14,10.0
777,777,eunclef,힌스 무드 인핸서 마뜨,[옵션] 베어 에센셜,,5.0,2021-10-15,2.0,2.0,2.0,1.0,,0,,,,0,,,46,214,7.0
778,778,빛의속도로,힌스 무드 인핸서 마뜨,[옵션] 10 아침 무화과,TOP 864,5.0,2021-09-18,3.0,2.0,2.0,2.0,,0,,,,1,,,46,1056,9.0
779,779,프헤즈,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] [NEW] 14 플리징,,5.0,2021-08-09,2.0,3.0,3.0,3.0,,0,건성,트러블,,0,여름쿨톤,,27,1721,11.0
780,780,미즈옹,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 03 꽃물,,5.0,2021-06-18,3.0,3.0,2.0,3.0,,0,,,,0,,,27,948,11.0
781,781,예쁜여름,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 151,2.0,2022-09-16,3.0,3.0,3.0,3.0,,1,지성,트러블,피지과다,0,가을웜톤,,27,1286,12.0
782,782,Alliveholy,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 1357,5.0,2022-04-21,3.0,3.0,3.0,3.0,,1,,,,0,,,27,14,12.0
783,783,desire,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,,5.0,2021-10-08,3.0,3.0,3.0,3.0,,0,트러블성,모공,미백,0,가을웜톤,,27,185,12.0
784,784,Alliveholy,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,TOP 308,5.0,2021-10-29,3.0,3.0,3.0,3.0,,0,,,,0,,,27,14,12.0
785,785,대가륑,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 02 산들,,5.0,2021-10-29,3.0,3.0,3.0,3.0,,0,,,,1,,,27,737,12.0
786,786,펭꾸잉,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] [NEW] 13 물복숭아,TOP 221,5.0,2021-10-07,3.0,3.0,3.0,3.0,,0,,,,1,,,27,1704,12.0
787,787,s22db****,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 07 화양연화,,5.0,2022-08-20,3.0,3.0,3.0,3.0,,0,지성,주름,탄력,0,봄웜톤,,27,419,12.0
788,788,피복치,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 108,5.0,2022-08-20,3.0,3.0,3.0,3.0,,1,,,,0,,,27,1726,12.0
789,789,올영척척박사,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,TOP 108,5.0,2022-04-22,3.0,2.0,2.0,2.0,,0,지성,주름,탄력,0,봄웜톤,,27,1368,9.0
790,790,문을열면올영알바가,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 01 라 비 앙 코랄,TOP 321,5.0,2022-04-13,2.0,3.0,3.0,3.0,,0,,,,0,,,27,922,11.0
791,791,AllMyLove,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,,5.0,2021-10-28,3.0,3.0,3.0,3.0,,0,,,,0,,,27,13,12.0
792,792,프헤즈,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 11 복숭아,TOP 321,1.0,2022-05-11,3.0,3.0,3.0,3.0,,0,복합성,각질,블랙헤드,0,쿨톤,,27,1721,12.0
793,793,레미레미도레미,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 02 산들,,5.0,2022-03-11,3.0,2.0,2.0,2.0,,0,,,,0,,,27,816,9.0
794,794,린공쥬,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 09 서울 소울,,5.0,2022-01-19,2.0,2.0,3.0,3.0,,0,복합성,블랙헤드,탄력,0,웜톤,,27,855,10.0
795,795,조망고,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,TOP 1099,5.0,2021-10-05,2.0,2.0,3.0,3.0,,0,,,,0,,,27,1520,10.0
796,796,뮤온,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,,4.0,2022-09-02,2.0,3.0,3.0,3.0,,0,,,,1,,,27,930,11.0
797,797,뽀냥이,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 01 라 비 앙 코랄,TOP 69,4.0,2022-06-03,3.0,2.0,2.0,2.0,,0,복합성,트러블,홍조,0,여름쿨톤,,27,1065,9.0
798,798,모브,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,,5.0,2022-03-06,3.0,2.0,3.0,3.0,,1,,,,0,,,27,904,11.0
799,799,Alliveholy,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 119,5.0,2021-12-17,3.0,3.0,3.0,3.0,,1,복합성,각질,모공,0,겨울쿨톤,,27,14,12.0
800,800,행햄,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 364,4.0,2022-10-08,3.0,2.0,2.0,3.0,,1,,,,0,,,27,1779,10.0
801,801,달몬드,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 10 아침 무화과,,5.0,2022-05-24,2.0,3.0,3.0,3.0,,0,복합성,모공,미백,0,웜톤,,27,734,11.0
802,802,뚜까뿡빵,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 05 힙지로,TOP 244,5.0,2022-05-21,2.0,3.0,3.0,3.0,,0,,,,0,,,27,784,11.0
803,803,갓지,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,,4.0,2022-05-18,3.0,1.0,3.0,3.0,,1,,,,1,,,27,542,10.0
804,804,dltjwls****,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,TOP 918,1.0,2022-01-23,3.0,3.0,3.0,3.0,,1,,,,0,,,27,191,12.0
805,805,desire,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 04 듀 왓 유 러브,,5.0,2021-12-04,2.0,2.0,3.0,3.0,,0,,,,0,,,27,185,10.0
806,806,토깽토깽,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 07 화양연화,TOP 108,4.0,2021-11-01,3.0,3.0,3.0,3.0,,0,민감성,다크서클,미백,0,여름쿨톤,,27,1680,12.0
807,807,찬바람,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] [NEW] 13 물복숭아,,4.0,2021-10-31,3.0,2.0,2.0,2.0,,0,,,,0,,,27,1580,9.0
808,808,자건니,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 01 라 비 앙 코랄,,5.0,2022-10-10,2.0,1.0,3.0,3.0,,0,,,,0,,,27,1492,9.0
809,809,냠얌얌,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] [NEW] 13 물복숭아,TOP 711,5.0,2022-09-20,3.0,2.0,3.0,3.0,,0,복합성,모공,미백,0,쿨톤,,27,690,11.0
810,810,자듀,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),,,5.0,2022-08-25,3.0,2.0,3.0,3.0,,1,,,,0,,,27,1493,11.0
811,811,갓지,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,,4.0,2022-08-23,3.0,2.0,2.0,3.0,,0,,,,0,,,27,542,10.0
812,812,깡옐,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] [NEW] 13 물복숭아,TOP 86,4.0,2022-08-06,3.0,3.0,3.0,3.0,,0,복합성,각질,모공,0,가을웜톤,,27,628,12.0
813,813,ansdud4****,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 11 복숭아,,4.0,2022-05-19,3.0,3.0,3.0,3.0,,0,,,,0,,,27,137,12.0
814,814,뚜까뿡빵,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 08 봄 밤,,4.0,2022-03-16,3.0,2.0,3.0,3.0,,0,복합성,다크서클,모공,0,쿨톤,,27,784,11.0
815,815,라푼젤리,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 05 힙지로,TOP 962,5.0,2022-10-14,2.0,3.0,3.0,3.0,,0,,,,0,,,27,802,11.0
816,816,힁오몽,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 01 라 비 앙 코랄,,5.0,2022-09-18,3.0,2.0,3.0,2.0,,0,,,,0,,,27,1828,10.0
817,817,cha90276,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 12 일요일,TOP 51,3.0,2022-09-18,3.0,3.0,3.0,3.0,,0,복합성,모공,블랙헤드,0,웜톤,,27,159,12.0
818,818,핑쿠딸기,[슬기 Pick] 어뮤즈 듀 틴트 (핑크 스퀘어 미러 증정),[옵션] 11 복숭아,,5.0,2022-09-17,3.0,3.0,3.0,3.0,,0,,,,0,,,27,1736,12.0
