,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
2008,2203,야아아아아오옹,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-15,3.0,2.0,2.0,2.0,,0,,,,1,,,34,1235,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2009,2204,김치보끔밥,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-25,2.0,3.0,3.0,3.0,,0,,,,1,,,34,614,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2010,2205,다롱다리,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-22,3.0,1.0,3.0,3.0,,0,,,,1,,,34,725,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2011,2206,ccom,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2022-07-12,3.0,1.0,2.0,3.0,,0,,,,0,,,34,156,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2012,2207,mingzzzi,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 895,5.0,2022-06-29,3.0,1.0,3.0,3.0,,0,,,,0,,,34,357,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2013,2208,쥬디쥬디,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-06-29,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1534,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2014,2209,짱이팡이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 127,5.0,2022-03-10,3.0,1.0,3.0,3.0,,0,,,,1,,,34,1563,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2015,2210,Heramy,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-02-28,2.0,2.0,2.0,3.0,,0,,,,0,,,34,41,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2016,2211,헬로킽히,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 41,4.0,2022-02-18,3.0,1.0,3.0,3.0,,0,복합성,모공,민감성,0,쿨톤,,34,1785,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2017,2212,뚜룬뚜룬,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 41,3.0,2022-01-11,2.0,2.0,2.0,2.0,,0,,,,0,,,34,788,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2018,2213,마루맘,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 41,5.0,2022-10-15,2.0,2.0,3.0,3.0,,0,건성,각질,다크서클,0,가을웜톤,,34,863,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2019,2214,나는여쿨라다,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-07,3.0,2.0,3.0,3.0,,0,,,,0,,,34,663,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2020,2215,ㅎ최애크로플ㅎ,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,4.0,2022-10-05,3.0,2.0,3.0,3.0,,0,복합성,다크서클,모공,0,쿨톤,,34,530,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2021,2216,호오,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-03,2.0,2.0,3.0,2.0,,0,,,,0,,,34,1804,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2022,2217,배불,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 5,4.0,2022-10-01,3.0,2.0,2.0,2.0,,0,지성,모공,블랙헤드,0,봄웜톤,,34,988,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2023,2218,luv9,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-27,2.0,3.0,3.0,3.0,,0,,,,0,,,34,343,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2024,2219,안녕유니,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 616,5.0,2022-09-26,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1217,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2025,2220,왓다이아,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-09-23,3.0,3.0,3.0,3.0,,0,트러블성,모공,잡티,0,여름쿨톤,,34,1384,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2026,2221,그르미,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 258,5.0,2022-09-22,3.0,2.0,3.0,3.0,,0,,,,0,,,34,595,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2027,2222,오딩이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-28,3.0,2.0,3.0,3.0,,0,,,,1,,,34,1301,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2028,2223,리뷰티,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 419,5.0,2022-08-14,2.0,1.0,3.0,3.0,,0,,,,1,,,34,849,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2029,2224,미잉기,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-07-07,3.0,2.0,3.0,3.0,,0,복합성,민감성,트러블,0,봄웜톤,,34,946,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2030,2225,찌지유,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 484,5.0,2022-06-11,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1575,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2031,2226,acete****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-05-22,3.0,1.0,3.0,3.0,,0,민감성,각질,모공,0,가을웜톤,,34,128,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2032,2227,요거트다내꺼,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-05-04,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1389,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2033,2228,생글이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 683,5.0,2022-03-25,3.0,1.0,2.0,3.0,,0,건성,잡티,,0,웜톤,,34,1109,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2034,2229,also****,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,,5.0,2022-03-23,1.0,3.0,3.0,3.0,,0,,,,0,,,34,131,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2035,2230,호둥,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,TOP 584,5.0,2022-02-26,3.0,2.0,3.0,3.0,,0,건성,각질,탄력,0,쿨톤,,34,1797,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2036,2231,소꿉놀이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 3,5.0,2022-02-22,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1124,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2037,2232,밤밤밤부린,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 512,4.0,2021-03-02,3.0,3.0,3.0,2.0,,0,,,,0,,,34,981,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2038,2233,꺄륵꺄륵꺄르륵,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2021-02-13,3.0,2.0,3.0,3.0,,0,,,,0,,,34,631,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2039,2234,솔찍리뷰,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 440,5.0,2021-01-14,2.0,3.0,3.0,3.0,,0,건성,모공,홍조,0,웜톤,,34,1140,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2040,2235,꺄륵꺄륵꺄르륵,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2021-01-04,3.0,2.0,3.0,2.0,,0,,,,0,,,34,631,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2041,2236,두웅스,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 457,5.0,2020-04-02,3.0,2.0,3.0,3.0,,0,,,,1,,,34,763,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2042,2237,몽글뚜,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2020-04-01,3.0,2.0,3.0,3.0,,0,,,,1,,,34,909,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2043,2238,힁오몽,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 842,5.0,2022-10-10,3.0,3.0,3.0,2.0,,0,,,,1,,,34,1828,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2044,2239,ilovegreen,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-26,3.0,2.0,3.0,2.0,,0,,,,0,,,34,272,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2045,2240,힁오몽,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-20,2.0,2.0,2.0,2.0,,0,,,,0,,,34,1828,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2046,2241,sy01****,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,4.0,2022-09-15,2.0,3.0,3.0,3.0,,0,,,,0,,,34,466,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2047,2242,색조장인,롬앤 글래스팅 워터 글로스,[옵션] 04 올데이 로즈,TOP 370,5.0,2022-09-15,3.0,2.0,3.0,2.0,,0,민감성,모공,미백,0,가을웜톤,,34,1104,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2048,2243,꺄륵꺄륵꺄르륵,롬앤 글래스팅 워터 글로스,[옵션] 04 올데이 로즈,,5.0,2022-09-13,3.0,1.0,1.0,2.0,,0,,,,0,,,34,631,7.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2049,2244,미즈옹,롬앤 글래스팅 워터 글로스,[옵션] [NEW]07 모브포유,TOP 41,5.0,2022-09-12,1.0,2.0,3.0,2.0,,0,중성,다크서클,미백,0,여름쿨톤,,34,948,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2050,4011,퍼플n핑크,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 842,,2022-10-03,3.0,2.0,3.0,3.0,,0,건성,각질,탄력,0,쿨톤,,34,1701,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2051,4012,vicky****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2021-06-25,2.0,2.0,2.0,3.0,,0,,,,0,,,34,482,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2052,4013,혀언지,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-08-14,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1787,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2053,4014,리얼내돈내산,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 395,5.0,2022-04-16,2.0,2.0,2.0,3.0,,0,,,,1,,,34,853,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2054,4015,리돌,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2021-01-22,3.0,2.0,3.0,3.0,,0,,,,0,,,34,839,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2055,4016,새,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 1603,5.0,2020-03-27,3.0,2.0,3.0,3.0,,0,지성,다크서클,모공,0,가을웜톤,,34,1099,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2056,4017,촉촉베이비,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-01,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1605,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2057,4018,치킨너겟,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,4.0,2021-11-28,3.0,1.0,3.0,3.0,,0,,,,0,,,34,1621,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2058,4019,숑댕,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-15,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1144,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2059,4020,쉿브루노,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 1033,5.0,2022-08-06,3.0,1.0,3.0,3.0,,0,복합성,각질,모공,0,웜톤,,34,1157,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2060,4021,퍼플n핑크,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-06-08,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1701,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2061,4022,설코야,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,TOP 855,5.0,2021-03-24,3.0,1.0,2.0,2.0,,0,약건성,각질,다크서클,0,여름쿨톤,,34,1116,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2062,4023,알린이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2021-02-09,2.0,2.0,2.0,3.0,,0,,,,0,,,34,1221,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2063,4024,울히,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 361,5.0,2022-09-25,3.0,1.0,2.0,3.0,,0,,,,1,,,34,1408,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2064,4025,Sksk,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 96,5.0,2022-05-24,3.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,쿨톤,,34,99,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2065,4026,민감동,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-04-24,3.0,2.0,3.0,3.0,,0,,,,0,,,34,953,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2066,4027,기린선생님,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 395,5.0,2022-03-02,3.0,2.0,3.0,3.0,,0,,,,1,,,34,602,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2067,4028,캐베베,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 517,5.0,2022-02-15,3.0,2.0,3.0,2.0,,0,민감성,모공,민감성,0,웜톤,,34,1626,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2068,4029,랑해,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,,5.0,2021-09-02,2.0,1.0,2.0,3.0,,0,,,,0,,,34,804,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2069,4030,k1234567,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2021-07-14,3.0,2.0,3.0,3.0,,0,,,,0,,,34,300,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2070,4031,새,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,TOP 1196,5.0,2021-02-21,3.0,3.0,3.0,3.0,,0,건성,각질,다크서클,0,봄웜톤,,34,1099,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2071,4032,하우이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2020-06-22,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1750,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2072,4033,Heramy,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 798,5.0,2022-09-02,2.0,3.0,3.0,3.0,,0,중성,모공,블랙헤드,0,겨울쿨톤,,34,41,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2073,4034,수경이의하루,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2022-09-02,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1145,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2074,4035,그냥리치되고싶다,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 136,5.0,2022-07-06,2.0,2.0,2.0,2.0,,0,,,,1,,,34,594,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2075,4036,nyoliveyoung,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 112,5.0,2020-06-11,3.0,2.0,3.0,3.0,,0,복합성,각질,다크서클,0,웜톤,,34,378,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2076,4037,터키사람,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2020-03-25,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1679,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2077,4038,리리578,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 112,5.0,2022-10-12,2.0,2.0,2.0,1.0,,0,복합성,각질,다크서클,0,웜톤,,34,842,7.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2078,4039,마스크팩성애자,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-03,3.0,3.0,3.0,3.0,,0,,,,0,,,34,865,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2079,4040,올리부엉부엉룬,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 466,5.0,2022-09-30,3.0,3.0,3.0,3.0,,0,트러블성,미백,민감성,0,겨울쿨톤,,34,1323,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2080,4041,dbgpfl****,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-17,3.0,1.0,3.0,3.0,,0,,,,0,,,34,177,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2081,4042,ddo0,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 107,5.0,2022-09-15,3.0,2.0,2.0,2.0,,0,트러블성,민감성,트러블,0,쿨톤,,34,183,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2082,4043,Layla,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-09,2.0,1.0,3.0,3.0,,0,,,,0,,,34,57,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2083,4044,두립스,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-24,3.0,1.0,3.0,2.0,,0,,,,0,,,34,759,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2084,4045,싹이난감자,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-21,3.0,1.0,3.0,3.0,,0,,,,0,,,34,1179,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2085,4046,kimziy****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-16,3.0,2.0,3.0,3.0,,0,,,,0,,,34,314,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2086,4047,커피먹고싶당,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-20,3.0,1.0,3.0,3.0,,0,,,,0,,,34,1629,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2087,4048,Ciel,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-16,3.0,2.0,3.0,3.0,,0,,,,0,,,34,29,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2088,4049,mo****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-03-09,3.0,2.0,3.0,3.0,,0,,,,0,,,34,363,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2089,4050,우유진,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2021-01-08,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1404,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2090,4051,호둥,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2020-03-16,3.0,3.0,2.0,2.0,,0,,,,0,,,34,1797,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2091,4052,소꿉놀이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-10-13,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1124,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2092,4053,팩트만적을게,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-10-10,2.0,2.0,2.0,2.0,,0,,,,0,,,34,1699,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2093,4054,여행자,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-18,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1270,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2094,4055,헬로킽히,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-17,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1785,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2095,4056,redx****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-08-15,3.0,3.0,3.0,3.0,,0,,,,0,,,34,403,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2096,4057,올영박박,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-25,2.0,1.0,2.0,2.0,,0,,,,0,,,34,1351,7.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2097,4058,싹이난감자,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,3.0,2022-07-22,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1179,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2098,4059,sjy79****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-12,3.0,2.0,3.0,3.0,,0,,,,0,,,34,441,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2099,4060,우유진,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-06-29,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1404,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2100,4061,소비요정s,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-06-29,3.0,2.0,2.0,3.0,,0,,,,0,,,34,1126,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2101,4062,applec****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 333,5.0,2022-03-10,2.0,2.0,2.0,2.0,,0,복합성,모공,,0,봄웜톤,,34,138,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2102,4063,Layla,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-02-28,3.0,3.0,3.0,3.0,,0,,,,0,,,34,57,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2103,4064,jihye284,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2022-02-18,3.0,1.0,3.0,3.0,,0,,,,0,,,34,287,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2104,4065,언니믿고사봐,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 107,5.0,2022-01-11,3.0,1.0,2.0,3.0,,0,트러블성,민감성,잡티,0,쿨톤,,34,1246,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2105,4066,세리지니,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-15,3.0,1.0,3.0,3.0,,0,,,,0,,,34,1120,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2106,4067,즥직,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 598,4.0,2022-10-07,3.0,2.0,3.0,3.0,,0,건성,모공,민감성,0,쿨톤,,34,1540,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2107,4068,오리백숙,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-05,2.0,1.0,3.0,3.0,,0,,,,0,,,34,1304,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2108,4069,야아아아아오옹,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-10-03,3.0,2.0,2.0,3.0,,0,,,,0,,,34,1235,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2109,4070,설희,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-10-01,2.0,1.0,3.0,3.0,,0,,,,0,,,34,1118,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2110,4071,다롱다리,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-27,2.0,2.0,2.0,2.0,,0,,,,0,,,34,725,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2111,4072,ccom,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,4.0,2022-09-26,3.0,2.0,3.0,3.0,,0,,,,0,,,34,156,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2112,4073,mingzzzi,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-23,3.0,2.0,3.0,3.0,,0,,,,0,,,34,357,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2113,4074,쥬디쥬디,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 119,5.0,2022-09-22,2.0,2.0,3.0,3.0,,0,,,,1,,,34,1534,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
