,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
2988,2853,하이힐소년,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 584,5.0,2022-05-25,2.0,2.0,3.0,3.0,,0,복합성,미백,블랙헤드,0,쿨톤,,15,1752,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2989,2853,하이힐소년,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 584,5.0,2022-05-25,2.0,2.0,3.0,3.0,,0,복합성,미백,블랙헤드,0,쿨톤,,15,1752,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2990,2854,대왕곰돌이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,4.0,2022-05-23,3.0,3.0,3.0,3.0,,0,,,,0,,,15,739,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2991,2854,대왕곰돌이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,4.0,2022-05-23,3.0,3.0,3.0,3.0,,0,,,,0,,,15,739,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2992,2855,검은장미,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,3.0,2022-05-23,3.0,2.0,3.0,3.0,,0,복합성,미백,블랙헤드,0,쿨톤,,15,554,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2993,2855,검은장미,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,3.0,2022-05-23,3.0,2.0,3.0,3.0,,0,복합성,미백,블랙헤드,0,쿨톤,,15,554,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2994,2856,케잌차,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-09-15,3.0,3.0,3.0,2.0,,0,,,,0,,,15,1631,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2995,2856,케잌차,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-09-15,3.0,3.0,3.0,2.0,,0,,,,0,,,15,1631,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2996,2857,맹두,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,TOP 394,3.0,2022-09-15,3.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,봄웜톤,,15,885,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2997,2857,맹두,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,TOP 394,3.0,2022-09-15,3.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,봄웜톤,,15,885,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2998,2858,옹받네,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,1.0,2022-09-01,3.0,3.0,3.0,2.0,,0,,,,0,,,15,1381,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2999,2858,옹받네,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,1.0,2022-09-01,3.0,3.0,3.0,2.0,,0,,,,0,,,15,1381,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3000,2859,응영,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 395,1.0,2022-08-29,3.0,2.0,2.0,2.0,,0,,,,0,,,15,1453,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3001,2859,응영,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 395,1.0,2022-08-29,3.0,2.0,2.0,2.0,,0,,,,0,,,15,1453,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3002,2860,으쌰으쌰문,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,2.0,2022-08-24,3.0,1.0,1.0,1.0,,0,트러블성,모공,블랙헤드,0,겨울쿨톤,,15,1441,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3003,2860,으쌰으쌰문,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,2.0,2022-08-24,3.0,1.0,1.0,1.0,,0,트러블성,모공,블랙헤드,0,겨울쿨톤,,15,1441,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3004,2861,감자깡깡,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 43,5.0,2022-08-24,1.0,1.0,1.0,1.0,,0,,,,0,,,15,537,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3005,2861,감자깡깡,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 43,5.0,2022-08-24,1.0,1.0,1.0,1.0,,0,,,,0,,,15,537,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3006,2862,냉정과열정사이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,5.0,2022-08-23,1.0,1.0,1.0,1.0,,1,지성,모공,민감성,0,쿨톤,,15,686,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3007,2862,냉정과열정사이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,5.0,2022-08-23,1.0,1.0,1.0,1.0,,1,지성,모공,민감성,0,쿨톤,,15,686,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3008,2863,쥬압,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 695,5.0,2022-08-23,1.0,2.0,3.0,2.0,,0,,,,0,,,15,1536,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3009,2863,쥬압,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 695,5.0,2022-08-23,1.0,2.0,3.0,2.0,,0,,,,0,,,15,1536,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3010,2864,Amyyy,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-08-23,1.0,3.0,3.0,3.0,,0,복합성,,,0,가을웜톤,,15,16,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3011,2864,Amyyy,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-08-23,1.0,3.0,3.0,3.0,,0,복합성,,,0,가을웜톤,,15,16,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3012,2865,띠링띠링띠로링,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 695,5.0,2022-08-23,3.0,1.0,3.0,3.0,,0,,,,0,,,15,794,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3013,2865,띠링띠링띠로링,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 695,5.0,2022-08-23,3.0,1.0,3.0,3.0,,0,,,,0,,,15,794,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3014,2866,토리언니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-15,1.0,2.0,1.0,2.0,,0,복합성,,,0,가을웜톤,,15,1681,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3015,2866,토리언니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-15,1.0,2.0,1.0,2.0,,0,복합성,,,0,가을웜톤,,15,1681,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3016,2867,모만모만,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 531,5.0,2022-08-15,2.0,3.0,3.0,3.0,,0,,,,0,,,15,901,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3017,2867,모만모만,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 531,5.0,2022-08-15,2.0,3.0,3.0,3.0,,0,,,,0,,,15,901,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3018,2868,백제신라고구마,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-08-15,3.0,2.0,3.0,3.0,,0,복합성,,,0,가을웜톤,,15,993,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3019,2868,백제신라고구마,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-08-15,3.0,2.0,3.0,3.0,,0,복합성,,,0,가을웜톤,,15,993,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3020,2869,젤리가좋아요,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-07-24,3.0,1.0,3.0,3.0,,0,,,,0,,,15,1515,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3021,2869,젤리가좋아요,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-07-24,3.0,1.0,3.0,3.0,,0,,,,0,,,15,1515,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3022,2870,lje****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 563,1.0,2022-10-11,3.0,3.0,3.0,3.0,,0,,,,0,,,15,335,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3023,2870,lje****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 563,1.0,2022-10-11,3.0,3.0,3.0,3.0,,0,,,,0,,,15,335,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3024,2871,fnel****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,4.0,2022-08-16,3.0,2.0,2.0,2.0,,0,건성,다크서클,잡티,0,웜톤,,15,220,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3025,2871,fnel****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,4.0,2022-08-16,3.0,2.0,2.0,2.0,,0,건성,다크서클,잡티,0,웜톤,,15,220,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3026,2872,A21,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 378,5.0,2022-06-05,3.0,2.0,3.0,3.0,,1,,,,0,,,15,12,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3027,2872,A21,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 378,5.0,2022-06-05,3.0,2.0,3.0,3.0,,1,,,,0,,,15,12,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3028,2873,호니호니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,2.0,2022-05-20,1.0,2.0,3.0,3.0,,1,복합성,각질,미백,0,여름쿨톤,,15,1794,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3029,2873,호니호니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,2.0,2022-05-20,1.0,2.0,3.0,3.0,,1,복합성,각질,미백,0,여름쿨톤,,15,1794,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3030,2874,호니호니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 601,3.0,2022-10-09,3.0,1.0,3.0,3.0,,0,,,,0,,,15,1794,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3031,2874,호니호니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 601,3.0,2022-10-09,3.0,1.0,3.0,3.0,,0,,,,0,,,15,1794,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3032,2875,ab6****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-09-06,1.0,2.0,3.0,3.0,,0,민감성,주름,탄력,0,여름쿨톤,,15,127,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3033,2875,ab6****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-09-06,1.0,2.0,3.0,3.0,,0,민감성,주름,탄력,0,여름쿨톤,,15,127,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3034,2876,으쌰으쌰문,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 601,4.0,2022-08-28,2.0,3.0,2.0,2.0,,0,,,,0,,,15,1441,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3035,2876,으쌰으쌰문,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 601,4.0,2022-08-28,2.0,3.0,2.0,2.0,,0,,,,0,,,15,1441,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3036,2877,맹두,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,5.0,2022-08-17,3.0,2.0,3.0,3.0,,0,건성,모공,블랙헤드,0,봄웜톤,,15,885,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3037,2877,맹두,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,5.0,2022-08-17,3.0,2.0,3.0,3.0,,0,건성,모공,블랙헤드,0,봄웜톤,,15,885,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3038,2878,나는야야생다람쥐,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 601,5.0,2022-08-06,3.0,3.0,3.0,2.0,,0,,,,0,,,15,662,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3039,2878,나는야야생다람쥐,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 601,5.0,2022-08-06,3.0,3.0,3.0,2.0,,0,,,,0,,,15,662,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3040,2879,Slushur,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,,3.0,2022-07-28,3.0,3.0,3.0,3.0,,0,건성,각질,잡티,0,여름쿨톤,,15,100,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3041,2879,Slushur,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,,3.0,2022-07-28,3.0,3.0,3.0,3.0,,0,건성,각질,잡티,0,여름쿨톤,,15,100,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3042,2880,갓지,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,4.0,2022-07-23,3.0,2.0,3.0,2.0,,0,,,,0,,,15,542,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3043,2880,갓지,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,4.0,2022-07-23,3.0,2.0,3.0,2.0,,0,,,,0,,,15,542,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3044,2881,겸니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 246,5.0,2022-07-14,3.0,1.0,2.0,3.0,,0,건성,각질,탄력,0,쿨톤,,15,558,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3045,2881,겸니,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 246,5.0,2022-07-14,3.0,1.0,2.0,3.0,,0,건성,각질,탄력,0,쿨톤,,15,558,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3046,2882,isang****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,1.0,2022-07-05,2.0,2.0,3.0,3.0,,0,,,,0,,,15,276,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3047,2882,isang****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,,1.0,2022-07-05,2.0,2.0,3.0,3.0,,0,,,,0,,,15,276,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3048,2883,이너굴,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 403,5.0,2022-07-03,2.0,3.0,3.0,3.0,,0,,,,1,,,15,1455,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3049,2883,이너굴,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 403,5.0,2022-07-03,2.0,3.0,3.0,3.0,,0,,,,1,,,15,1455,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3050,2884,사콩콩,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,5.0,2022-07-01,3.0,3.0,3.0,3.0,,0,,,,1,,,15,1088,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3051,2884,사콩콩,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,5.0,2022-07-01,3.0,3.0,3.0,3.0,,0,,,,1,,,15,1088,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3052,2885,wednesd****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 457,5.0,2022-09-19,3.0,3.0,3.0,2.0,,0,,,,1,,,15,488,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3053,2885,wednesd****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 457,5.0,2022-09-19,3.0,3.0,3.0,2.0,,0,,,,1,,,15,488,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3054,2886,귀여운춘식이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-30,3.0,2.0,2.0,2.0,,0,,,,1,,,15,589,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3055,2886,귀여운춘식이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-30,3.0,2.0,2.0,2.0,,0,,,,1,,,15,589,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3056,2887,잠많은여우,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,TOP 531,4.0,2022-08-22,2.0,2.0,3.0,2.0,,0,,,,1,,,15,1497,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3057,2887,잠많은여우,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,TOP 531,4.0,2022-08-22,2.0,2.0,3.0,2.0,,0,,,,1,,,15,1497,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3058,2888,Slushur,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,5.0,2022-08-21,3.0,3.0,3.0,3.0,,0,,,,1,,,15,100,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3059,2888,Slushur,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,5.0,2022-08-21,3.0,3.0,3.0,3.0,,0,,,,1,,,15,100,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3060,2889,쪼옹,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 683,5.0,2022-08-11,3.0,2.0,3.0,2.0,,0,,,,1,,,15,1569,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3061,2889,쪼옹,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 683,5.0,2022-08-11,3.0,2.0,3.0,2.0,,0,,,,1,,,15,1569,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3062,2890,MINNNJI,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-08-11,3.0,2.0,3.0,2.0,,0,,,,1,,,15,62,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3063,2890,MINNNJI,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-08-11,3.0,2.0,3.0,2.0,,0,,,,1,,,15,62,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3064,2891,ab6****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 842,5.0,2022-08-02,1.0,3.0,3.0,3.0,,0,,,,0,,,15,127,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3065,2891,ab6****,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 842,5.0,2022-08-02,1.0,3.0,3.0,3.0,,0,,,,0,,,15,127,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3066,2892,원지,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-07-29,3.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,봄웜톤,,15,1413,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3067,2892,원지,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-07-29,3.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,봄웜톤,,15,1413,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3068,2893,Sksk,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 32,5.0,2022-07-29,3.0,1.0,2.0,3.0,,0,,,,0,,,15,99,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3069,2893,Sksk,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 32,5.0,2022-07-29,3.0,1.0,2.0,3.0,,0,,,,0,,,15,99,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3070,2894,ilovegreen,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,TOP 32,4.0,2022-07-11,1.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,쿨톤,,15,272,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3071,2894,ilovegreen,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,TOP 32,4.0,2022-07-11,1.0,2.0,3.0,3.0,,0,복합성,각질,모공,0,쿨톤,,15,272,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3072,2895,다사주세오,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 32,4.0,2022-05-25,3.0,3.0,3.0,3.0,,0,,,,0,,,15,727,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3073,2895,다사주세오,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 32,4.0,2022-05-25,3.0,3.0,3.0,3.0,,0,,,,0,,,15,727,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3074,2896,채송송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 32,5.0,2022-05-25,3.0,2.0,3.0,2.0,,0,건성,다크서클,,0,가을웜톤,,15,1587,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3075,2896,채송송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 32,5.0,2022-05-25,3.0,2.0,3.0,2.0,,0,건성,다크서클,,0,가을웜톤,,15,1587,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3076,2897,채송송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,TOP 32,5.0,2022-05-23,2.0,3.0,2.0,3.0,,0,,,,0,,,15,1587,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3077,2897,채송송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,TOP 32,5.0,2022-05-23,2.0,3.0,2.0,3.0,,0,,,,0,,,15,1587,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3078,2898,aioqpa0009,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 32,3.0,2022-05-22,2.0,1.0,2.0,2.0,,0,트러블성,트러블,,0,가을웜톤,,15,130,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
3079,2898,aioqpa0009,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 01 퓨어 레드,TOP 32,3.0,2022-05-22,2.0,1.0,2.0,2.0,,0,트러블성,트러블,,0,가을웜톤,,15,130,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
